filename	AC Accuracy V0	DICE V0	ER V0	Jaccard V0	SE Sensitivity V0	SP Specificity V0	
ISIC_0000319	0.983845339	0.9464016161	0.01615466102	0.8982565185	0.9140096899	0.9967574439	
ISIC_0000320	0.9735078951	0.9626683338	0.02649210488	0.9280236641	0.9489746508	0.9873043042	
ISIC_0000325	0.9723127626	0.9503418262	0.02768723743	0.9053821996	0.9411717406	0.984513121	
ISIC_0000327	0.9735758004	0.9133384803	0.02642419962	0.840499515	0.8633116746	0.9947805201	
ISIC_0000328	0.6752159387	0.386275273	0.3247840613	0.2393687514	0.2428641348	0.9893889356	
ISIC_0000340	0.9825732471	0.9399664704	0.01742675286	0.8867327723	0.8867327723	1.0	
ISIC_0000343	0.8325569499	0.727866006	0.1674430501	0.5721614306	0.6945456588	0.898224516	
ISIC_0000354	0.9727654643	0.9680066369	0.02723453571	0.9379969596	0.9904288777	0.9601837138	
ISIC_0000357	0.9836461502	0.9005902668	0.01635384978	0.8191579896	0.8368578515	0.9979015856	
ISIC_0000368	0.5396340359	0.4934194795	0.4603659641	0.3275095309	0.3501891462	0.8767663676	
ISIC_0000371	0.8586257786	0.827838848	0.1413742214	0.7062500294	0.7086597452	0.996855045	
ISIC_0000377	0.9763456274	0.9273884466	0.0236543726	0.8646079223	0.8646079223	1.0	
ISIC_0000378	0.9543878733	0.9149115083	0.04561212668	0.8431676452	0.8553399339	0.9941976653	
ISIC_0000380	0.9443368748	0.9312025364	0.05566312516	0.8712619258	0.9247126293	0.9578271599	
ISIC_0000388	0.9719331529	0.840096399	0.02806684706	0.7242812233	0.7242812233	1.0	
ISIC_0000392	0.8851610819	0.739472128	0.1148389181	0.5866368721	0.5866368721	1.0	
ISIC_0000393	0.753621278	0.7033540885	0.246378722	0.5424411417	0.5424411417	1.0	
ISIC_0000407	0.8014775029	0.6795481125	0.1985224971	0.5146329972	0.6619354799	0.8665413063	
ISIC_0000418	0.837689435	0.4157188166	0.162310565	0.2624021676	0.2634415499	0.9988880893	
ISIC_0000420	0.7220796656	0.523989067	0.2779203344	0.3550035134	0.6745085775	0.7360320731	
ISIC_0000433	0.9019588894	0.9068626398	0.09804111057	0.8295962364	0.8316120445	0.9967266065	
ISIC_0000448	0.9446779887	0.8338062267	0.05532201131	0.7149808598	0.7149808598	1.0	
ISIC_0000449	0.9935249046	0.896562153	0.006475095396	0.8125171304	0.8125337501	0.9999992683	
ISIC_0000456	0.9176336218	0.8117039536	0.08236637822	0.6830822639	0.6866267585	0.9981904981	
ISIC_0000466	0.8740173505	0.833111064	0.1259826495	0.7139591766	1.0	0.8162304017	
ISIC_0000470	0.9189105582	0.8079078976	0.08108944179	0.6777227162	1.0	0.902240106	
ISIC_0000476	0.9358608376	0.9238459618	0.06413916243	0.8584700043	0.8649334274	0.9938449398	
ISIC_0000479	0.9311283814	0.9335488981	0.06887161856	0.875378999	0.9985269737	0.8677852349	
ISIC_0000482	0.8829599017	0.8016755602	0.1170400983	0.6689970876	1.0	0.8466953385	
ISIC_0000484	0.921571208	0.9162754791	0.078428792	0.8454874476	0.9999936771	0.8626122754	
ISIC_0000487	0.9561216654	0.9052995918	0.04387833463	0.8269838807	0.8578714572	0.9879141383	
ISIC_0000490	0.8913651671	0.8450870452	0.1086348329	0.7317322415	0.999853498	0.8456723826	
ISIC_0000494	0.9744694303	0.9098366547	0.02553056966	0.8345874576	0.947042394	0.9787872887	
ISIC_0000499	0.9627902496	0.8772441822	0.03720975038	0.7813312284	0.9892187642	0.9586865984	
ISIC_0000501	0.7501295727	0.5835052106	0.2498704273	0.4119360092	1.0	0.6971146255	
ISIC_0000508	0.964690408	0.9141022994	0.03530959195	0.8417941202	1.0	0.9565218124	
ISIC_0000509	0.9098743891	0.8675110198	0.09012561089	0.7660215993	1.0	0.8721509876	
ISIC_0000510	0.960433519	0.9257514729	0.03956648097	0.8617665741	1.0	0.9474783786	
ISIC_0000515	0.9143259913	0.9089593146	0.08567400867	0.8331122082	0.9475489371	0.8869934663	
ISIC_0000518	0.768344373	0.5910041465	0.231655627	0.4194505932	0.9999918937	0.7217787207	
ISIC_0000525	0.9830483381	0.9761972469	0.01695166186	0.9535012911	0.9555807257	0.9987530926	
ISIC_0000527	0.75147709	0.6569989852	0.24852291	0.489202151	1.0	0.6738477	
ISIC_0000533	0.9832980234	0.9753616555	0.01670197659	0.951908213	0.9771986554	0.9864164573	
ISIC_0000534	0.9384663165	0.9329638524	0.06153368351	0.8743507467	1.0	0.892387483	
ISIC_0000537	0.9382722092	0.924749945	0.06172779076	0.8600324554	0.9993951443	0.9008865398	
ISIC_0000539	0.9535003443	0.9555333528	0.04649965567	0.9148529112	0.9151895173	0.9995576685	
ISIC_0000540	0.98420811	0.9845201341	0.01579189003	0.969512215	0.9943651051	0.9738447531	
ISIC_0000547	0.9504030679	0.9338111735	0.04959693209	0.8758403299	0.9810723312	0.9334038166	
ISIC_0000549	0.9433645705	0.9243986409	0.05663542947	0.8594249469	0.9986417806	0.914026974	
ISIC_0000550	0.9682406795	0.9586261489	0.03175932052	0.9205398694	0.9995597905	0.9499970618	
ISIC_0001100	0.8286974872	0.6198558132	0.1713025128	0.4491239532	0.9569441123	0.8067820752	
ISIC_0001103	0.9183405034	0.8113651424	0.08165949664	0.6826025143	0.683742481	0.9994228005	
ISIC_0001128	0.971663581	0.9068126105	0.028336419	0.8295125055	0.843586831	0.996685251	
ISIC_0001131	0.7768683257	0.7330241015	0.2231316743	0.5785619935	0.8941153425	0.7157665028	
ISIC_0001142	0.7573896337	0.6494821644	0.2426103663	0.4809134299	0.4811641894	0.9995428939	
ISIC_0001181	0.9931869903	0.8846083435	0.006813009653	0.793092129	0.8705119037	0.9969809721	
ISIC_0001185	0.9922158323	0.9007881675	0.007784167732	0.8194855084	0.8477554532	0.9984994661	
ISIC_0001186	0.9928189984	0.8786788814	0.007181001593	0.7836103921	0.8400157649	0.9977004721	
ISIC_0001190	0.9947184886	0.9034427317	0.005281511377	0.8238901494	0.8256960065	0.9999323867	
ISIC_0001204	0.940717317	0.5765236058	0.05928268298	0.4050110055	0.4050110055	1.0	
ISIC_0001242	0.994002976	0.9082354651	0.005997023965	0.8318968386	0.9993878429	0.9938381741	
ISIC_0001299	0.9918482825	0.9322584691	0.008151717477	0.8731124921	0.9108629755	0.9971627149	
ISIC_0001427	0.990964808	0.9265130452	0.009035192009	0.8630873818	0.8827695789	0.9984271544	
ISIC_0001484	0.9893414991	0.8670572302	0.01065850086	0.765314236	0.7754224051	0.9993801878	
ISIC_0001685	0.9931308461	0.9497540918	0.006869153912	0.9043159172	0.9086884949	0.9996279698	
ISIC_0001960	0.9901728631	0.8981558924	0.009827136873	0.8151388079	0.9559429121	0.9917981635	
ISIC_0002107	0.9862679254	0.9374036372	0.01373207462	0.8821822378	1.0	0.9846941565	
ISIC_0002246	0.8079222044	0.423200636	0.1920777956	0.268392191	0.9994602254	0.7933940696	
ISIC_0002673	0.9837474149	0.8709826114	0.01625258514	0.7714519016	0.9890228828	0.9834376073	
ISIC_0002829	0.9924752115	0.9569332622	0.007524788465	0.9174228528	0.9881784268	0.9928723127	
ISIC_0002871	0.9377360749	0.5617943598	0.06226392506	0.3906217192	0.9991411048	0.9351810943	
ISIC_0003056	0.8777452821	0.3480733475	0.1222547179	0.2107075075	0.9946197383	0.8737801295	
ISIC_0003559	0.8862368558	0.4565700296	0.1137631442	0.2958151898	1.0	0.8805272757	
ISIC_0003728	0.9829774502	0.8543748176	0.01702254976	0.7457716805	1.0	0.9820827492	
ISIC_0004115	0.9856530637	0.9107068413	0.01434693632	0.8360530258	0.9335975541	0.9900793376	
ISIC_0004346	0.9706288552	0.729959067	0.02937114485	0.5747523943	1.0	0.9694147048	
ISIC_0005000	0.9859934191	0.8213389346	0.01400658093	0.6968406429	1.0	0.9855274693	
ISIC_0006193	0.9929553322	0.9397151323	0.00704466779	0.8862855267	0.8910798047	0.9996448013	
ISIC_0006711	0.9938348658	0.9044298158	0.006165134213	0.8255334334	0.8279566144	0.9998928021	
ISIC_0007322	0.9832516993	0.8774085662	0.01674830072	0.7815920733	0.922935213	0.9874406743	
ISIC_0007693	0.9966524418	0.969089747	0.003347558159	0.9400330864	0.9546820492	0.999093605	
ISIC_0008116	0.9816993155	0.8767327006	0.01830068447	0.7805200962	1.0	0.980425372	
ISIC_0008207	0.9764359055	0.7419353103	0.02356409447	0.5897433704	1.0	0.9756097251	
ISIC_0008406	0.9927573389	0.8957327144	0.007242661124	0.8111557102	0.8151551692	0.9998043615	
ISIC_0008507	0.975673309	0.7092378778	0.02432669103	0.5494721805	1.0	0.9749294846	
ISIC_0008600	0.965123752	0.8858359567	0.03487624795	0.7950678018	1.0	0.959666273	
ISIC_0008626	0.9719953548	0.8755643736	0.02800464518	0.7786700751	1.0	0.9689346639	
ISIC_0008659	0.9955406976	0.9363957019	0.004459302417	0.8803985689	0.9802996623	0.9960687255	
ISIC_0008992	0.984018472	0.7884831302	0.01598152802	0.6508230714	0.7232613995	0.9952190838	
ISIC_0008998	0.9774296639	0.9681729019	0.02257033608	0.9383092416	0.951375552	0.9921384576	
ISIC_0009035	0.7954765651	0.5323233643	0.2045234349	0.3626979891	1.0	0.7685346177	
ISIC_0009078	0.9939239392	0.9456385511	0.006076060826	0.8968827076	0.8969326451	0.999996514	
ISIC_0009083	0.9899321368	0.9151463412	0.01006786315	0.8435666265	0.899906075	0.9957120696	
ISIC_0009201	0.9734695335	0.8942776069	0.02653046652	0.8087722674	0.8202886908	0.9977435365	
ISIC_0009298	0.9877483413	0.906818179	0.01225165867	0.8295218248	0.8354053161	0.9994549746	
ISIC_0009564	0.9878667473	0.8359796677	0.01213325271	0.7181830458	1.0	0.9874796117	
ISIC_0009869	0.9773470561	0.7543402419	0.02265294393	0.6055748666	0.6055748666	1.0	
ISIC_0009872	0.9468599955	0.0	0.05314000448	0.0	0.0	0.9694495689	
ISIC_0009874	0.9730962118	0.8896929253	0.02690378825	0.8013034822	0.8026225437	0.9997426936	
ISIC_0009879	0.9194552104	0.8332899076	0.08054478963	0.7142219074	0.7156781193	0.9992020975	
ISIC_0009880	0.9031499227	0.7459981858	0.09685007731	0.5948940244	0.5948940244	1.0	
ISIC_0009881	0.9717979431	0.9158282637	0.02820205688	0.8447261933	0.8447261933	1.0	
ISIC_0009882	0.9914054871	0.9825299632	0.008594512939	0.9656598501	0.9747974151	0.9968805584	
ISIC_0009885	0.9915542603	0.9219304638	0.008445739746	0.8551679023	0.8555596763	0.9999716443	
ISIC_0009889	0.9699719747	0.8255998582	0.03002802531	0.7029970696	0.7029970696	1.0	
ISIC_0009891	0.9834505717	0.952976584	0.0165494283	0.9101769545	0.9112523752	0.9997335232	
ISIC_0009898	0.8847999573	0.7001380205	0.1152000427	0.5386248937	0.5386248937	1.0	
ISIC_0009901	0.967376709	0.9462607035	0.03262329102	0.8980026716	0.8990034069	0.9994768076	
ISIC_0009902	0.8800010681	0.7848942034	0.1199989319	0.6459472134	0.6459472134	1.0	
ISIC_0009906	0.9854443868	0.9768237597	0.0145556132	0.954697462	0.9837972309	0.9861906372	
ISIC_0009918	0.7703323364	0.7650301944	0.2296676636	0.6194727927	0.6985458148	0.8530022517	
ISIC_0009920	0.8592224121	0.7129121093	0.1407775879	0.5538954367	0.5538954367	1.0	
ISIC_0009923	0.9789466858	0.9645256047	0.02105331421	0.9314818493	0.9957354756	0.9721742886	
ISIC_0009926	0.9743092855	0.8489691569	0.02569071452	0.7375729	0.7375729	1.0	
ISIC_0009927	0.9157765706	0.6686244884	0.08422342936	0.5022057884	0.5022171116	0.9999954085	
ISIC_0009928	0.957795461	0.9660866109	0.04220453898	0.9343980077	0.994555499	0.9016265389	
ISIC_0009930	0.9964269002	0.9174015285	0.003573099772	0.8474070052	0.8550216426	0.9997865086	
ISIC_0009931	0.9835217794	0.9724519839	0.01647822062	0.9463810631	0.9463810631	1.0	
ISIC_0009943	0.9590568542	0.7955372394	0.04094314575	0.6604913539	0.6604913539	1.0	
ISIC_0009945	0.9703521729	0.8344410361	0.02964782715	0.7159149061	0.7175410317	0.9997359995	
ISIC_0009946	0.8385696411	0.5837764824	0.1614303589	0.4122064597	0.4122064597	1.0	
ISIC_0009948	0.9008051554	0.889917138	0.09919484456	0.8016673065	0.8016673065	1.0	
ISIC_0009954	0.931418101	0.6400854159	0.06858189901	0.4706806026	0.4706806026	1.0	
ISIC_0009955	0.8666865031	0.396926015	0.1333134969	0.2476030543	0.2476030543	1.0	
ISIC_0009956	0.9712982178	0.9432405112	0.02870178223	0.8925782272	0.8925782272	1.0	
ISIC_0009958	0.9419047038	0.8169961868	0.05809529622	0.6906116258	0.6964930852	0.9980515838	
ISIC_0009959	0.9807243347	0.8917562212	0.01927566528	0.8046570965	0.8302596764	0.9966353732	
ISIC_0009965	0.8522783915	0.7719267247	0.1477216085	0.6285673178	0.6285673178	1.0	
